DATE      , MaxT, MinT, MxRH, MnRH, RnDr,
01/01/2016,   24 ,   12 ,   88 ,   68 ,    0 ,
01/02/2016,   22 ,    4 ,   85 ,   64 ,    0 ,
01/03/2016,   16 ,   -2 ,   82 ,   70 ,    0 ,
01/04/2016,   20 ,    8 ,   87 ,   68 ,    0 ,
01/05/2016,   29 ,   16 ,   89 ,   60 ,    1 ,
01/06/2016,   33 ,   15 ,   94 ,   62 ,    3 ,
01/07/2016,   33 ,   24 ,   94 ,   76 ,    1 ,
01/08/2016,   32 ,   24 ,   96 ,   66 ,    3 ,
01/09/2016,   31 ,   23 ,   95 ,   70 ,    1 ,
01/10/2016,   33 ,   25 ,   94 ,   75 ,    3 ,
01/11/2016,   35 ,    6 ,   91 ,   67 ,    4 ,
01/12/2016,   28 ,   10 ,   90 ,   70 ,    0 ,
01/13/2016,   34 ,   24 ,   93 ,   65 ,    3 ,
01/14/2016,   39 ,   32 ,   99 ,   52 ,   11 ,
01/15/2016,   38 ,   23 ,   89 ,   48 ,    5 ,
01/16/2016,   34 ,   21 ,   92 ,   67 ,    1 ,
01/17/2016,   35 ,   27 ,   97 ,   80 ,    3 ,
01/18/2016,   44 ,   30 ,   99 ,   76 ,   12 ,
01/19/2016,   42 ,   26 ,   98 ,   77 ,    2 ,
01/20/2016,   44 ,   33 ,   97 ,   60 ,    2 ,
01/21/2016,   47 ,   29 ,   87 ,   48 ,    0 ,
01/22/2016,   36 ,   24 ,   97 ,   81 ,    0 ,
01/23/2016,   36 ,   24 ,   97 ,   74 ,    0 ,
01/24/2016,   39 ,   28 ,   98 ,   81 ,    2 ,
01/25/2016,   44 ,   25 ,   88 ,   51 ,    0 ,
01/26/2016,   41 ,   24 ,   87 ,   49 ,    0 ,
01/27/2016,   42 ,   31 ,   88 ,   48 ,    0 ,
01/28/2016,   38 ,   30 ,   99 ,   76 ,    1 ,
01/29/2016,   39 ,   32 ,   97 ,   69 ,    3 ,
01/30/2016,   39 ,   28 ,   96 ,   74 ,    4 ,
01/31/2016,   36 ,   26 ,   95 ,   76 ,    2 ,
02/01/2016,   33 ,   23 ,   95 ,   66 ,    3 ,
02/02/2016,   32 ,   22 ,   94 ,   63 ,    2 ,
02/03/2016,   30 ,   18 ,   94 ,   67 ,    2 ,
02/04/2016,   37 ,   22 ,   94 ,   77 ,    3 ,
02/05/2016,   42 ,   27 ,   93 ,   63 ,    1 ,
02/06/2016,   43 ,   29 ,   94 ,   50 ,    3 ,
02/07/2016,   40 ,   20 ,   92 ,   46 ,    0 ,
02/08/2016,   42 ,   31 ,   83 ,   44 ,    0 ,
02/09/2016,   45 ,   24 ,   97 ,   50 ,    0 ,
02/10/2016,   43 ,   24 ,   97 ,   63 ,    0 ,
02/11/2016,   53 ,   32 ,   91 ,   53 ,    0 ,
02/12/2016,   54 ,   35 ,   99 ,   45 ,    4 ,
02/13/2016,   47 ,   33 ,   99 ,   64 ,    3 ,
02/14/2016,   48 ,   33 ,   84 ,   44 ,    0 ,
02/15/2016,   52 ,   38 ,   99 ,   52 ,    6 ,
02/16/2016,   53 ,   38 ,   98 ,   50 ,    3 ,
02/17/2016,   50 ,   33 ,   98 ,   57 ,    0 ,
02/18/2016,   46 ,   31 ,   98 ,   72 ,    4 ,
02/19/2016,   51 ,   32 ,   97 ,   37 ,    3 ,
02/20/2016,   53 ,   30 ,   90 ,   35 ,    2 ,
02/21/2016,   44 ,   19 ,   91 ,   38 ,    0 ,
02/22/2016,   47 ,   32 ,   73 ,   32 ,    0 ,
02/23/2016,   42 ,   20 ,   90 ,   34 ,    0 ,
02/24/2016,   45 ,   20 ,   86 ,   28 ,    0 ,
02/25/2016,   48 ,   24 ,   88 ,   33 ,    0 ,
02/26/2016,   54 ,   25 ,   90 ,   30 ,    0 ,
02/27/2016,   53 ,   34 ,   97 ,   35 ,    3 ,
02/28/2016,   55 ,   33 ,   88 ,   45 ,    1 ,
03/01/2016,   47 ,   24 ,   88 ,   36 ,    0 ,
03/02/2016,   45 ,   32 ,   88 ,   47 ,    2 ,
03/03/2016,   48 ,   29 ,   92 ,   45 ,    0 ,
03/04/2016,   52 ,   26 ,   94 ,   35 ,    0 ,
03/05/2016,   57 ,   30 ,   95 ,   29 ,    1 ,
03/06/2016,   56 ,   36 ,   93 ,   49 ,    0 ,
03/07/2016,   53 ,   24 ,   93 ,   37 ,    0 ,
03/08/2016,   51 ,   30 ,   87 ,   39 ,    0 ,
03/09/2016,   50 ,   28 ,   88 ,   35 ,    0 ,
03/10/2016,   59 ,   39 ,   86 ,   40 ,    0 ,
03/11/2016,   61 ,   30 ,   98 ,   31 ,    3 ,
03/12/2016,   56 ,   35 ,   97 ,   48 ,    1 ,
03/13/2016,   58 ,   33 ,   87 ,   28 ,    0 ,
03/14/2016,   54 ,   32 ,   99 ,   36 ,    9 ,
03/15/2016,   44 ,   29 ,   96 ,   50 ,    2 ,
03/16/2016,   44 ,   28 ,   92 ,   40 ,    0 ,
03/17/2016,   37 ,   28 ,   97 ,   70 ,    5 ,
03/18/2016,   43 ,   19 ,   93 ,   38 ,    1 ,
03/19/2016,   48 ,   18 ,   85 ,   30 ,    0 ,
03/20/2016,   58 ,   26 ,   90 ,   26 ,    0 ,
03/21/2016,   65 ,   40 ,   98 ,   25 ,    2 ,
03/22/2016,   59 ,   35 ,   97 ,   35 ,    1 ,
03/23/2016,   47 ,   30 ,   89 ,   44 ,    0 ,
03/24/2016,   53 ,   35 ,   93 ,   31 ,    3 ,
03/25/2016,   49 ,   30 ,   93 ,   43 ,    2 ,
03/26/2016,   48 ,   28 ,   97 ,   38 ,    2 ,
03/27/2016,   51 ,   25 ,   84 ,   27 ,    0 ,
03/28/2016,   44 ,   28 ,   88 ,   50 ,    3 ,
03/29/2016,   52 ,   29 ,   89 ,   37 ,    0 ,
03/30/2016,   54 ,   26 ,   87 ,   32 ,    0 ,
03/31/2016,   59 ,   39 ,   98 ,   34 ,    3 ,
04/01/2016,   61 ,   28 ,   94 ,   32 ,    0 ,
04/02/2016,   66 ,   32 ,   92 ,   32 ,    0 ,
04/03/2016,   72 ,   40 ,   83 ,   26 ,    0 ,
04/04/2016,   71 ,   35 ,   88 ,   16 ,    0 ,
04/05/2016,   49 ,   33 ,   94 ,   41 ,    1 ,
04/06/2016,   60 ,   30 ,   89 ,   36 ,    0 ,
04/07/2016,   67 ,   35 ,   89 ,   27 ,    0 ,
04/08/2016,   73 ,   33 ,   87 ,   21 ,    0 ,
04/09/2016,   78 ,   38 ,   77 ,   17 ,    0 ,
04/10/2016,   77 ,   46 ,   62 ,   15 ,    0 ,
04/11/2016,   66 ,   33 ,   87 ,   28 ,    0 ,
04/12/2016,   72 ,   39 ,   83 ,   21 ,    0 ,
04/13/2016,   55 ,   42 ,   79 ,   50 ,    0 ,
04/14/2016,   57 ,   38 ,   97 ,   34 ,    2 ,
04/15/2016,   45 ,   35 ,   98 ,   53 ,    7 ,
04/16/2016,   59 ,   31 ,   96 ,   41 ,    0 ,
04/17/2016,   66 ,   29 ,   95 ,   29 ,    0 ,
04/18/2016,   69 ,   31 ,   73 ,   14 ,    0 ,
04/19/2016,   73 ,   29 ,   73 ,    9 ,    0 ,
04/20/2016,   76 ,   37 ,   83 ,   18 ,    0 ,
04/21/2016,   83 ,   41 ,   78 ,   17 ,    0 ,
04/22/2016,   84 ,   45 ,   73 ,   15 ,    0 ,
04/23/2016,   79 ,   49 ,   97 ,   28 ,    5 ,
04/24/2016,   53 ,   42 ,   99 ,   72 ,   12 ,
04/25/2016,   60 ,   39 ,   98 ,   43 ,    1 ,
04/26/2016,   61 ,   43 ,   97 ,   42 ,    1 ,
04/27/2016,   62 ,   38 ,   96 ,   33 ,    0 ,
04/28/2016,   63 ,   40 ,   79 ,   35 ,    0 ,
04/29/2016,   52 ,   33 ,   90 ,   40 ,    0 ,
04/30/2016,   55 ,   40 ,   98 ,   46 ,    8 ,
05/01/2016,   66 ,   37 ,   95 ,   35 ,    0 ,
05/02/2016,   71 ,   36 ,   97 ,   27 ,    0 ,
05/03/2016,   76 ,   40 ,   88 ,   16 ,    0 ,
05/04/2016,   82 ,   42 ,   85 ,   17 ,    0 ,
05/05/2016,   76 ,   45 ,   82 ,   22 ,    0 ,
05/06/2016,   79 ,   50 ,   75 ,   31 ,    1 ,
05/07/2016,   74 ,   46 ,   82 ,   38 ,    0 ,
05/08/2016,   79 ,   47 ,   92 ,   24 ,    0 ,
05/09/2016,   79 ,   42 ,   95 ,   23 ,    4 ,
05/10/2016,   54 ,   38 ,   98 ,   43 ,    9 ,
05/11/2016,   60 ,   33 ,   96 ,   38 ,    0 ,
05/12/2016,   69 ,   35 ,   94 ,   33 ,    0 ,
05/13/2016,   76 ,   42 ,   68 ,   18 ,    0 ,
05/14/2016,   67 ,   41 ,   73 ,   33 ,    0 ,
05/15/2016,   63 ,   49 ,   73 ,   36 ,    1 ,
05/16/2016,   61 ,   44 ,   84 ,   48 ,    1 ,
05/17/2016,   72 ,   39 ,   96 ,   40 ,    0 ,
05/18/2016,   76 ,   46 ,   91 ,   31 ,    0 ,
05/19/2016,   80 ,   46 ,   98 ,   31 ,    7 ,
05/20/2016,   54 ,   38 ,   99 ,   69 ,    5 ,
05/21/2016,   56 ,   42 ,   99 ,   66 ,    5 ,
05/22/2016,   54 ,   40 ,   95 ,   50 ,    2 ,
05/23/2016,   55 ,   43 ,   97 ,   50 ,   10 ,
05/24/2016,   51 ,   42 ,   99 ,   73 ,   16 ,
05/25/2016,   65 ,   36 ,   99 ,   49 ,    0 ,
05/26/2016,   67 ,   47 ,   93 ,   41 ,    2 ,
05/27/2016,   67 ,   45 ,   98 ,   44 ,    3 ,
05/28/2016,   62 ,   35 ,   91 ,   36 ,    0 ,
05/29/2016,   68 ,   36 ,   93 ,   38 ,    1 ,
05/30/2016,   70 ,   45 ,   99 ,   32 ,    4 ,
05/31/2016,   71 ,   37 ,   90 ,   27 ,    0 ,
06/01/2016,   74 ,   42 ,   88 ,   25 ,    0 ,
06/02/2016,   77 ,   53 ,   69 ,   27 ,    0 ,
06/03/2016,   74 ,   50 ,   81 ,   34 ,    0 ,
06/04/2016,   82 ,   46 ,   89 ,   25 ,    0 ,
06/05/2016,   89 ,   49 ,   82 ,   16 ,    0 ,
06/06/2016,   90 ,   57 ,   75 ,   21 ,    0 ,
06/07/2016,   94 ,   59 ,   96 ,   20 ,    1 ,
06/08/2016,   90 ,   53 ,   91 ,   30 ,    0 ,
06/09/2016,   91 ,   58 ,   86 ,   24 ,    0 ,
06/10/2016,   80 ,   47 ,   79 ,   28 ,    0 ,
06/11/2016,   80 ,   48 ,   96 ,   28 ,    3 ,
06/12/2016,   70 ,   35 ,   83 ,   27 ,    0 ,
06/13/2016,   79 ,   38 ,   74 ,   20 ,    0 ,
06/14/2016,   83 ,   47 ,   97 ,   17 ,    6 ,
06/15/2016,   63 ,   33 ,   95 ,   36 ,    1 ,
06/16/2016,   63 ,   45 ,   98 ,   35 ,    3 ,
06/17/2016,   68 ,   34 ,   97 ,   39 ,    0 ,
06/18/2016,   77 ,   47 ,   79 ,   24 ,    0 ,
06/19/2016,   78 ,   44 ,   74 ,   32 ,    1 ,
06/20/2016,   81 ,   39 ,   86 ,   23 ,    0 ,
06/21/2016,   89 ,   51 ,   74 ,   19 ,    0 ,
06/22/2016,   78 ,   42 ,   85 ,   20 ,    0 ,
06/23/2016,   84 ,   46 ,   68 ,   17 ,    0 ,
06/24/2016,   82 ,   53 ,   81 ,   24 ,    3 ,
06/25/2016,   67 ,   43 ,   98 ,   36 ,    5 ,
06/26/2016,   79 ,   42 ,   90 ,    3 ,    0 ,
06/27/2016,   88 ,   46 ,   83 ,   19 ,    0 ,
06/28/2016,   94 ,   61 ,   63 ,   16 ,    0 ,
06/29/2016,   94 ,   54 ,   71 ,   18 ,    0 ,
06/30/2016,   96 ,   60 ,   73 ,   16 ,    0 ,
07/01/2016,   93 ,   55 ,   75 ,   14 ,    0 ,
07/02/2016,   92 ,   54 ,   71 ,   18 ,    0 ,
07/03/2016,   87 ,   48 ,   99 ,   19 ,    1 ,
07/04/2016,   87 ,   53 ,   59 ,   19 ,    0 ,
07/05/2016,   79 ,   44 ,   78 ,   20 ,    0 ,
07/06/2016,   80 ,   51 ,   92 ,   19 ,    2 ,
07/07/2016,   74 ,   40 ,   99 ,   29 ,    1 ,
07/08/2016,   78 ,   53 ,   69 ,   29 ,    0 ,
07/09/2016,   82 ,   51 ,   93 ,   32 ,    2 ,
07/10/2016,   71 ,   49 ,  100 ,   56 ,    6 ,
07/11/2016,   59 ,   44 ,  100 ,   68 ,   15 ,
07/12/2016,   69 ,   40 ,  100 ,   48 ,    1 ,
07/13/2016,   73 ,   51 ,  100 ,   42 ,    3 ,
07/14/2016,   78 ,   45 ,   98 ,   29 ,    0 ,
07/15/2016,   84 ,   47 ,   89 ,   24 ,    0 ,
07/16/2016,   87 ,   45 ,   83 ,   15 ,    0 ,
07/17/2016,   76 ,   43 ,   96 ,   40 ,    0 ,
07/18/2016,   85 ,   49 ,  100 ,   32 ,    2 ,
07/19/2016,   91 ,   54 ,   88 ,   25 ,    0 ,
07/20/2016,   89 ,   54 ,   83 ,   23 ,    0 ,
07/21/2016,   89 ,   50 ,   80 ,   23 ,    0 ,
07/22/2016,   93 ,   53 ,   78 ,   18 ,    0 ,
07/23/2016,   86 ,   55 ,   70 ,   24 ,    0 ,
07/24/2016,   82 ,   47 ,   84 ,   26 ,    0 ,
07/25/2016,   89 ,   52 ,   77 ,   21 ,    0 ,
07/26/2016,   93 ,   53 ,   71 ,   19 ,    0 ,
07/27/2016,   93 ,   56 ,   82 ,   19 ,    0 ,
07/28/2016,   93 ,   60 ,   73 ,   19 ,    0 ,
07/29/2016,   94 ,   56 ,   75 ,   18 ,    0 ,
07/30/2016,   95 ,   56 ,   72 ,   16 ,    0 ,
07/31/2016,   97 ,   53 ,   56 ,   14 ,    0 ,
08/01/2016,   87 ,   46 ,   63 ,   11 ,    0 ,
08/02/2016,   90 ,   48 ,   65 ,   14 ,    0 ,
08/03/2016,   97 ,   52 ,   56 ,   12 ,    0 ,
08/04/2016,   80 ,   43 ,   91 ,   30 ,    0 ,
08/05/2016,   90 ,   48 ,   79 ,   13 ,    0 ,
08/06/2016,   93 ,   62 ,   44 ,   10 ,    0 ,
08/07/2016,   88 ,   49 ,  100 ,   19 ,    1 ,
08/08/2016,   81 ,   46 ,   99 ,   36 ,    0 ,
08/09/2016,   82 ,   50 ,   94 ,   26 ,    1 ,
08/10/2016,   72 ,   44 ,   98 ,   46 ,    1 ,
08/11/2016,   76 ,   45 ,  100 ,   45 ,    0 ,
08/12/2016,   82 ,   48 ,   96 ,   34 ,    0 ,
08/13/2016,   86 ,   49 ,   88 ,   24 ,    0 ,
08/14/2016,   89 ,   54 ,   74 ,   21 ,    0 ,
08/15/2016,   92 ,   52 ,   69 ,   17 ,    0 ,
08/16/2016,   95 ,   52 ,   66 ,   14 ,    0 ,
08/17/2016,   95 ,   51 ,   54 ,   11 ,    0 ,
08/18/2016,   96 ,   66 ,   65 ,   13 ,    0 ,
08/19/2016,   90 ,   45 ,   94 ,   23 ,    1 ,
08/20/2016,   81 ,   42 ,   80 ,   16 ,    0 ,
08/21/2016,   88 ,   47 ,   72 ,   14 ,    0 ,
08/22/2016,   94 ,   54 ,   46 ,    8 ,    0 ,
08/23/2016,   78 ,   42 ,   70 ,   19 ,    0 ,
08/24/2016,   77 ,   48 ,   76 ,   25 ,    0 ,
08/25/2016,   75 ,   42 ,   80 ,   27 ,    0 ,
08/26/2016,   79 ,   43 ,   76 ,   17 ,    0 ,
08/27/2016,   83 ,   51 ,   63 ,   20 ,    0 ,
08/28/2016,   88 ,   57 ,   63 ,   16 ,    0 ,
08/29/2016,   89 ,   48 ,   66 ,   13 ,    0 ,
08/30/2016,   96 ,   54 ,   56 ,   11 ,    0 ,
08/31/2016,   86 ,   55 ,   60 ,   16 ,    0 ,
09/01/2016,   84 ,   54 ,   69 ,   25 ,    0 ,
09/02/2016,   89 ,   54 ,   72 ,   21 ,    0 ,
09/03/2016,   69 ,   42 ,   84 ,   38 ,    0 ,
09/04/2016,   71 ,   48 ,   92 ,   33 ,    0 ,
09/05/2016,   67 ,   47 ,  100 ,   38 ,    3 ,
09/06/2016,   60 ,   37 ,  100 ,   70 ,    5 ,
09/07/2016,   62 ,   44 ,  100 ,   81 ,    7 ,
09/08/2016,   67 ,   50 ,  100 ,   49 ,    4 ,
09/09/2016,   68 ,   42 ,  100 ,   37 ,    4 ,
09/10/2016,   73 ,   37 ,  100 ,   44 ,    0 ,
09/11/2016,   81 ,   47 ,   77 ,   24 ,    0 ,
09/12/2016,   73 ,   43 ,  100 ,   25 ,    3 ,
09/13/2016,   60 ,   33 ,   90 ,   40 ,    0 ,
09/14/2016,   66 ,   36 ,   99 ,   39 ,    0 ,
09/15/2016,   72 ,   36 ,  100 ,   34 ,    0 ,
09/16/2016,   77 ,   40 ,   94 ,   33 ,    0 ,
09/17/2016,   80 ,   46 ,   73 ,   28 ,    0 ,
09/18/2016,   71 ,   50 ,  100 ,   35 ,    5 ,
09/19/2016,   68 ,   43 ,  100 ,   48 ,    0 ,
09/20/2016,   71 ,   47 ,   80 ,   41 ,    0 ,
09/21/2016,   63 ,   47 ,  100 ,   50 ,    2 ,
09/22/2016,   60 ,   48 ,  100 ,   67 ,   10 ,
09/23/2016,   60 ,   46 ,  100 ,   73 ,    0 ,
09/24/2016,   64 ,   46 ,  100 ,   46 ,    2 ,
09/25/2016,   67 ,   37 ,  100 ,   42 ,    0 ,
09/26/2016,   71 ,   39 ,  100 ,   46 ,    0 ,
09/27/2016,   76 ,   43 ,  100 ,   53 ,    0 ,
09/28/2016,   83 ,   47 ,   96 ,   28 ,    0 ,
09/29/2016,   83 ,   45 ,   95 ,   26 ,    0 ,
09/30/2016,   83 ,   50 ,   81 ,   30 ,    0 ,
10/01/2016,   84 ,   52 ,  100 ,   21 ,    2 ,
10/02/2016,   72 ,   32 ,  100 ,   41 ,    0 ,
10/03/2016,   63 ,   39 ,  100 ,   43 ,    2 ,
10/04/2016,   48 ,   42 ,  100 ,   88 ,    4 ,
10/05/2016,   50 ,   38 ,  100 ,   77 ,    3 ,
10/06/2016,   56 ,   35 ,  100 ,   72 ,    3 ,
10/07/2016,   54 ,   35 ,  100 ,   72 ,    3 ,
10/08/2016,   57 ,   46 ,  100 ,   79 ,    6 ,
10/09/2016,   61 ,   46 ,   99 ,   75 ,    4 ,
10/10/2016,   59 ,   47 ,  100 ,   43 ,    9 ,
10/11/2016,   57 ,   33 ,  100 ,   46 ,    1 ,
10/12/2016,   47 ,   24 ,  100 ,   60 ,    0 ,
10/13/2016,   51 ,   28 ,  100 ,   60 ,    0 ,
10/14/2016,   51 ,   44 ,  100 ,   64 ,    7 ,
10/15/2016,   57 ,   37 ,  100 ,   65 ,    2 ,
10/16/2016,   57 ,   41 ,  100 ,   52 ,   12 ,
10/17/2016,   53 ,   36 ,  100 ,   70 ,    4 ,
10/18/2016,   56 ,   38 ,  100 ,   57 ,    2 ,
10/19/2016,   48 ,   37 ,  100 ,   80 ,    2 ,
10/20/2016,   53 ,   31 ,   99 ,   47 ,    0 ,
10/21/2016,   55 ,   41 ,  100 ,   70 ,    4 ,
10/22/2016,   55 ,   40 ,   99 ,   54 ,    4 ,
10/23/2016,   55 ,   32 ,   99 ,   52 ,    0 ,
10/24/2016,   57 ,   36 ,   99 ,   52 ,    0 ,
10/25/2016,   53 ,   40 ,  100 ,   64 ,    3 ,
10/26/2016,   55 ,   45 ,  100 ,   77 ,    6 ,
10/27/2016,   54 ,   44 ,  100 ,   84 ,    0 ,
10/28/2016,   56 ,   44 ,  100 ,   55 ,    6 ,
10/29/2016,   58 ,   30 ,  100 ,   53 ,    0 ,
10/30/2016,   56 ,   41 ,  100 ,   59 ,    5 ,
10/31/2016,   54 ,   42 ,  100 ,   58 ,    9 ,
11/01/2016,   51 ,   34 ,  100 ,   54 ,    4 ,
11/02/2016,   51 ,   32 ,   99 ,   55 ,    0 ,
11/03/2016,   55 ,   29 ,   99 ,   56 ,    0 ,
11/04/2016,   54 ,   28 ,   99 ,   54 ,    0 ,
11/05/2016,   52 ,   28 ,   99 ,   56 ,    0 ,
11/06/2016,   56 ,   32 ,   98 ,   46 ,    1 ,
11/07/2016,   54 ,   28 ,   98 ,   50 ,    0 ,
11/08/2016,   52 ,   31 ,   98 ,   62 ,    0 ,
11/09/2016,   54 ,   31 ,   98 ,   59 ,    0 ,
11/10/2016,   56 ,   30 ,  100 ,   59 ,    0 ,
11/11/2016,   51 ,   30 ,  100 ,   72 ,    1 ,
11/12/2016,   48 ,   30 ,  100 ,   77 ,    0 ,
11/13/2016,   56 ,   37 ,   97 ,   46 ,    1 ,
11/14/2016,   56 ,   42 ,   92 ,   54 ,    1 ,
11/15/2016,   55 ,   41 ,  100 ,   61 ,    6 ,
11/16/2016,   56 ,   33 ,   98 ,   51 ,    5 ,
11/17/2016,   42 ,   28 ,   96 ,   51 ,    1 ,
11/18/2016,   39 ,   20 ,   94 ,   59 ,    0 ,
11/19/2016,   45 ,   29 ,   83 ,   52 ,    0 ,
11/20/2016,   43 ,   29 ,   95 ,   59 ,    0 ,
11/21/2016,   48 ,   32 ,   96 ,   67 ,    0 ,
11/22/2016,   48 ,   32 ,   95 ,   60 ,    0 ,
11/23/2016,   47 ,   27 ,   95 ,   58 ,    0 ,
11/24/2016,   45 ,   28 ,   90 ,   43 ,    0 ,
11/25/2016,   47 ,   29 ,   78 ,   40 ,    0 ,
11/26/2016,   42 ,   24 ,   94 ,   55 ,    0 ,
11/27/2016,   38 ,   22 ,   94 ,   72 ,    0 ,
11/28/2016,   43 ,   31 ,   97 ,   61 ,    2 ,
11/29/2016,   37 ,   29 ,  100 ,   66 ,    1 ,
11/30/2016,   37 ,   22 ,   93 ,   70 ,    0 ,
12/01/2016,   34 ,   26 ,   97 ,   80 ,    1 ,
12/02/2016,   35 ,   28 ,   97 ,   76 ,    3 ,
12/03/2016,   39 ,   28 ,   94 ,   65 ,    1 ,
12/04/2016,   38 ,   30 ,   98 ,   81 ,    5 ,
12/05/2016,   37 ,   18 ,   98 ,   48 ,    1 ,
12/06/2016,   30 ,   16 ,   92 ,   48 ,    0 ,
12/07/2016,   19 ,   11 ,   66 ,   54 ,    1 ,
12/08/2016,   18 ,    7 ,   82 ,   57 ,    0 ,
12/09/2016,   19 ,   11 ,   91 ,   53 ,    0 ,
12/10/2016,   26 ,   15 ,   91 ,   63 ,    0 ,
12/11/2016,   34 ,   19 ,   94 ,   68 ,    0 ,
12/12/2016,   38 ,   25 ,   97 ,   65 ,    6 ,
12/13/2016,   38 ,   19 ,   95 ,   62 ,    2 ,
12/14/2016,   29 ,    4 ,   94 ,   73 ,    0 ,
12/15/2016,   19 ,   14 ,   92 ,   76 ,    0 ,
12/16/2016,   19 ,   10 ,   87 ,   53 ,    0 ,
12/17/2016,   12 ,  -13 ,   81 ,   53 ,    0 ,
12/18/2016,    9 ,   -8 ,   84 ,   66 ,    0 ,
12/19/2016,   24 ,    9 ,   92 ,   72 ,    0 ,
12/20/2016,   41 ,   24 ,   98 ,   60 ,    1 ,
12/21/2016,   39 ,   28 ,   96 ,   48 ,    7 ,
12/22/2016,   39 ,    7 ,   95 ,   44 ,    2 ,
12/23/2016,   21 ,    7 ,   92 ,   68 ,    0 ,
12/24/2016,   24 ,   15 ,   92 ,   84 ,    0 ,
12/25/2016,   26 ,   22 ,   95 ,   79 ,    0 ,
12/26/2016,   31 ,   15 ,   92 ,   56 ,    2 ,
12/27/2016,   32 ,   16 ,   90 ,   61 ,    2 ,
12/28/2016,   38 ,   25 ,   95 ,   43 ,    2 ,
12/29/2016,   35 ,   11 ,   92 ,   53 ,    2 ,
12/30/2016,   35 ,   16 ,   99 ,   67 ,    2 ,
12/31/2016,   38 ,   12 ,   91 ,   53 ,    4 ,
