DATE      , MaxT, MinT, MxRH, MnRH, RnDr,
01/01/2017,   32 ,    8 ,   94 ,   41 ,    1 ,
01/02/2017,   22 ,    3 ,   81 ,   40 ,    0 ,
01/03/2017,   16 ,    2 ,   82 ,   43 ,    0 ,
01/04/2017,   13 ,   -9 ,   86 ,   58 ,    0 ,
01/05/2017,   10 ,  -16 ,   84 ,   62 ,    0 ,
01/06/2017,   11 ,   -4 ,   82 ,   58 ,    0 ,
01/07/2017,   14 ,  -11 ,   86 ,   57 ,    0 ,
01/08/2017,   21 ,    5 ,   90 ,   71 ,    0 ,
01/09/2017,   31 ,   17 ,   95 ,   73 ,    0 ,
01/10/2017,   34 ,   18 ,   95 ,   68 ,    2 ,
01/11/2017,   27 ,   11 ,   95 ,   55 ,    0 ,
01/12/2017,   24 ,   10 ,   89 ,   58 ,    1 ,
01/13/2017,   24 ,   -5 ,   93 ,   58 ,    2 ,
01/14/2017,   15 ,  -10 ,   89 ,   62 ,    0 ,
01/15/2017,   13 ,   -7 ,   89 ,   63 ,    0 ,
01/16/2017,   14 ,   -8 ,   88 ,   59 ,    0 ,
01/17/2017,   17 ,    0 ,   90 ,   61 ,    0 ,
01/18/2017,   31 ,   12 ,   91 ,   56 ,    1 ,
01/19/2017,   39 ,   28 ,   99 ,   61 ,    7 ,
01/20/2017,   38 ,   32 ,  100 ,   81 ,   10 ,
01/21/2017,   39 ,   20 ,   97 ,   73 ,    0 ,
01/22/2017,   36 ,   20 ,   96 ,   72 ,    3 ,
01/23/2017,   36 ,   19 ,   98 ,   69 ,    1 ,
01/24/2017,   37 ,   17 ,   86 ,   63 ,    1 ,
01/25/2017,   32 ,   20 ,   90 ,   55 ,    1 ,
01/26/2017,   33 ,   19 ,   93 ,   67 ,    0 ,
01/27/2017,   33 ,   15 ,   89 ,   44 ,    0 ,
01/28/2017,   32 ,    9 ,   92 ,   49 ,    0 ,
01/29/2017,   35 ,   15 ,   92 ,   54 ,    0 ,
01/30/2017,   42 ,   23 ,   79 ,   47 ,    0 ,
01/31/2017,   45 ,   27 ,   96 ,   44 ,    0 ,
02/01/2017,   32 ,   11 ,   91 ,   38 ,    4 ,
02/02/2017,   25 ,    3 ,   80 ,   39 ,    2 ,
02/03/2017,   26 ,   -3 ,   89 ,   40 ,    2 ,
02/04/2017,   29 ,   14 ,   91 ,   76 ,    0 ,
02/05/2017,   46 ,   26 ,  100 ,   65 ,    6 ,
02/06/2017,   48 ,   35 ,   95 ,   49 ,    9 ,
02/07/2017,   41 ,   19 ,   93 ,   51 ,    0 ,
02/08/2017,   31 ,   24 ,   97 ,   74 ,    1 ,
02/09/2017,   45 ,   28 ,   99 ,   89 ,    6 ,
02/10/2017,   46 ,   35 ,  100 ,   63 ,   17 ,
02/11/2017,   43 ,   26 ,  100 ,   43 ,    4 ,
02/12/2017,   41 ,   15 ,   92 ,   40 ,    0 ,
02/13/2017,   36 ,   14 ,   93 ,   52 ,    0 ,
02/14/2017,   38 ,   16 ,   94 ,   51 ,    0 ,
02/15/2017,   42 ,   18 ,   94 ,   50 ,    0 ,
02/16/2017,   45 ,   33 ,   97 ,   51 ,    1 ,
02/17/2017,   51 ,   34 ,   97 ,   48 ,    4 ,
02/18/2017,   48 ,   30 ,   91 ,   47 ,    0 ,
02/19/2017,   50 ,   34 ,   91 ,   54 ,    0 ,
02/20/2017,   52 ,   29 ,   98 ,   46 ,    5 ,
02/21/2017,   41 ,   33 ,  100 ,   89 ,   14 ,
02/22/2017,   43 ,   31 ,  100 ,   62 ,    4 ,
02/23/2017,   40 ,   28 ,   98 ,   56 ,    3 ,
02/24/2017,   40 ,   25 ,   91 ,   45 ,    0 ,
02/25/2017,   37 ,   17 ,   87 ,   32 ,    0 ,
02/26/2017,   37 ,   25 ,   88 ,   30 ,    0 ,
02/27/2017,   35 ,   22 ,   97 ,   61 ,    1 ,
02/28/2017,   41 ,   20 ,   92 ,   30 ,    4 ,
03/01/2017,   41 ,   24 ,   83 ,   38 ,    0 ,
03/02/2017,   50 ,   31 ,   83 ,   31 ,    1 ,
03/03/2017,   56 ,   34 ,   78 ,   30 ,    0 ,
03/04/2017,   55 ,   36 ,   96 ,   30 ,    3 ,
03/05/2017,   49 ,   32 ,   99 ,   53 ,    4 ,
03/06/2017,   40 ,   19 ,   93 ,   45 ,    3 ,
03/07/2017,   39 ,   21 ,   96 ,   34 ,    1 ,
03/08/2017,   37 ,   30 ,   99 ,   69 ,    8 ,
03/09/2017,   39 ,   29 ,  100 ,   85 ,    5 ,
03/10/2017,   48 ,   32 ,  100 ,   70 ,   19 ,
03/11/2017,   55 ,   30 ,   98 ,   42 ,    0 ,
03/12/2017,   55 ,   35 ,   99 ,   43 ,    4 ,
03/13/2017,   52 ,   35 ,   88 ,   39 ,    0 ,
03/14/2017,   50 ,   37 ,  100 ,   50 ,   12 ,
03/15/2017,   55 ,   40 ,  100 ,   72 ,    5 ,
03/16/2017,   56 ,   37 ,  100 ,   36 ,    5 ,
03/17/2017,   51 ,   25 ,   94 ,   36 ,    0 ,
03/18/2017,   55 ,   40 ,   99 ,   36 ,    3 ,
03/19/2017,   56 ,   37 ,  100 ,   42 ,    2 ,
03/20/2017,   55 ,   28 ,   93 ,   33 ,    0 ,
03/21/2017,   53 ,   32 ,   93 ,   41 ,    0 ,
03/22/2017,   55 ,   34 ,  100 ,   53 ,    4 ,
03/23/2017,   57 ,   33 ,   94 ,   35 ,    2 ,
03/24/2017,   56 ,   26 ,   90 ,   25 ,    0 ,
03/25/2017,   59 ,   36 ,   92 ,   26 ,    3 ,
03/26/2017,   57 ,   28 ,   89 ,   33 ,    0 ,
03/27/2017,   55 ,   37 ,   98 ,   30 ,    7 ,
03/28/2017,   49 ,   29 ,   96 ,   38 ,    1 ,
03/29/2017,   52 ,   39 ,   81 ,   36 ,    1 ,
03/30/2017,   53 ,   37 ,   93 ,   45 ,    1 ,
03/31/2017,   56 ,   38 ,   97 ,   38 ,    4 ,
04/01/2017,   57 ,   30 ,   96 ,   40 ,    0 ,
04/02/2017,   59 ,   40 ,   88 ,   36 ,    0 ,
04/03/2017,   47 ,   30 ,   98 ,   40 ,    3 ,
04/04/2017,   50 ,   24 ,   99 ,   35 ,    1 ,
04/05/2017,   55 ,   32 ,   79 ,   25 ,    0 ,
04/06/2017,   65 ,   37 ,   87 ,   33 ,    0 ,
04/07/2017,   65 ,   37 ,   94 ,   31 ,    0 ,
04/08/2017,   64 ,   34 ,   98 ,   24 ,    3 ,
04/09/2017,   49 ,   32 ,   98 ,   37 ,    3 ,
04/10/2017,   50 ,   24 ,   90 ,   34 ,    0 ,
04/11/2017,   55 ,   26 ,   93 ,   27 ,    1 ,
04/12/2017,   59 ,   41 ,   88 ,   18 ,    0 ,
04/13/2017,   57 ,   42 ,   96 ,   51 ,    3 ,
04/14/2017,   49 ,   32 ,  100 ,   37 ,    4 ,
04/15/2017,   51 ,   31 ,   93 ,   33 ,    0 ,
04/16/2017,   59 ,   29 ,   90 ,   28 ,    0 ,
04/17/2017,   61 ,   42 ,   87 ,   22 ,    2 ,
04/18/2017,   58 ,   37 ,   92 ,   44 ,    1 ,
04/19/2017,   59 ,   32 ,   98 ,   38 ,    3 ,
04/20/2017,   62 ,   31 ,   89 ,   29 ,    0 ,
04/21/2017,   54 ,   35 ,   99 ,   43 ,    3 ,
04/22/2017,   62 ,   30 ,   97 ,   29 ,    0 ,
04/23/2017,   67 ,   42 ,   97 ,   22 ,    5 ,
04/24/2017,   60 ,   40 ,   95 ,   41 ,    0 ,
04/25/2017,   56 ,   37 ,   99 ,   47 ,    3 ,
04/26/2017,   54 ,   39 ,   98 ,   58 ,    5 ,
04/27/2017,   53 ,   37 ,   93 ,   37 ,    0 ,
04/28/2017,   53 ,   36 ,   83 ,   32 ,    0 ,
04/29/2017,   57 ,   33 ,   96 ,   38 ,    2 ,
04/30/2017,   57 ,   43 ,   71 ,   35 ,    0 ,
05/01/2017,   60 ,   41 ,   68 ,   32 ,    1 ,
05/02/2017,   56 ,   38 ,   98 ,   32 ,    4 ,
05/03/2017,   64 ,   30 ,   95 ,   36 ,    0 ,
05/04/2017,   76 ,   40 ,   95 ,   34 ,    0 ,
05/05/2017,   83 ,   45 ,   83 ,   26 ,    0 ,
05/06/2017,   81 ,   50 ,   89 ,   28 ,    0 ,
05/07/2017,   70 ,   44 ,   98 ,   49 ,    4 ,
05/08/2017,   61 ,   31 ,  100 ,   30 ,    7 ,
05/09/2017,   69 ,   35 ,   92 ,   27 ,    0 ,
05/10/2017,   74 ,   37 ,   91 ,   24 ,    0 ,
05/11/2017,   81 ,   41 ,   86 ,   24 ,    0 ,
05/12/2017,   83 ,   51 ,   79 ,   20 ,    0 ,
05/13/2017,   58 ,   35 ,   99 ,   40 ,    6 ,
05/14/2017,   52 ,   31 ,   98 ,   39 ,    2 ,
05/15/2017,   59 ,   31 ,   94 ,   24 ,    0 ,
05/16/2017,   59 ,   33 ,   91 ,   35 ,    1 ,
05/17/2017,   55 ,   33 ,   99 ,   56 ,   11 ,
05/18/2017,   61 ,   39 ,  100 ,   44 ,    4 ,
05/19/2017,   66 ,   35 ,   99 ,   34 ,    1 ,
05/20/2017,   67 ,   42 ,   97 ,   44 ,    1 ,
05/21/2017,   72 ,   38 ,  100 ,   26 ,    2 ,
05/22/2017,   78 ,   42 ,   90 ,   26 ,    0 ,
05/23/2017,   80 ,   42 ,   86 ,   27 ,    0 ,
05/24/2017,   85 ,   57 ,   66 ,   20 ,    0 ,
05/25/2017,   64 ,   44 ,   70 ,   21 ,    0 ,
05/26/2017,   72 ,   42 ,   75 ,   28 ,    0 ,
05/27/2017,   75 ,   42 ,   96 ,   29 ,    1 ,
05/28/2017,   79 ,   42 ,   91 ,   27 ,    0 ,
05/29/2017,   83 ,   48 ,   80 ,   22 ,    0 ,
05/30/2017,   86 ,   47 ,   84 ,   21 ,    0 ,
05/31/2017,   89 ,   50 ,   79 ,   17 ,    0 ,
06/01/2017,   89 ,   53 ,   98 ,   21 ,    6 ,
06/02/2017,   73 ,   46 ,   95 ,   33 ,    1 ,
06/03/2017,   80 ,   43 ,   94 ,   26 ,    0 ,
06/04/2017,   85 ,   51 ,   86 ,   24 ,    0 ,
06/05/2017,   83 ,   49 ,   99 ,   35 ,    9 ,
06/06/2017,   76 ,   43 ,   93 ,   30 ,    0 ,
06/07/2017,   85 ,   49 ,   96 ,   32 ,    0 ,
06/08/2017,   91 ,   55 ,   83 ,   27 ,    0 ,
06/09/2017,   78 ,   49 ,   89 ,   46 ,    4 ,
06/10/2017,   62 ,   45 ,   90 ,   51 ,    3 ,
06/11/2017,   66 ,   32 ,   97 ,   27 ,    1 ,
06/12/2017,   78 ,   43 ,   77 ,   20 ,    0 ,
06/13/2017,   77 ,   48 ,   98 ,   30 ,   18 ,
06/14/2017,   64 ,   41 ,   99 ,   44 ,    1 ,
06/15/2017,   74 ,   48 ,   82 ,   24 ,    0 ,
06/16/2017,   64 ,   52 ,   97 ,   54 ,    5 ,
06/17/2017,   66 ,   48 ,   99 ,   34 ,    2 ,
06/18/2017,   71 ,   52 ,   86 ,   30 ,    0 ,
06/19/2017,   82 ,   47 ,   98 ,   32 ,    0 ,
06/20/2017,   84 ,   56 ,  100 ,   33 ,    2 ,
06/21/2017,   87 ,   56 ,   74 ,   22 ,    0 ,
06/22/2017,   80 ,   45 ,   71 ,   17 ,    0 ,
06/23/2017,   74 ,   40 ,   87 ,   24 ,    0 ,
06/24/2017,   80 ,   46 ,   80 ,   21 ,    0 ,
06/25/2017,   84 ,   47 ,   80 ,   20 ,    0 ,
06/26/2017,   90 ,   52 ,   82 ,   16 ,    0 ,
06/27/2017,   92 ,   59 ,   92 ,   23 ,    0 ,
06/28/2017,   85 ,   50 ,   76 ,   11 ,    0 ,
06/29/2017,   82 ,   54 ,   74 ,   18 ,    0 ,
06/30/2017,   82 ,   45 ,   92 ,   23 ,    0 ,
07/01/2017,   87 ,   50 ,   84 ,   24 ,    0 ,
07/02/2017,   90 ,   54 ,   73 ,   21 ,    0 ,
07/03/2017,   92 ,   55 ,   74 ,   20 ,    0 ,
07/04/2017,   93 ,   49 ,   71 ,   14 ,    0 ,
07/05/2017,   95 ,   53 ,   70 ,   15 ,    0 ,
07/06/2017,   99 ,   57 ,   69 ,   16 ,    0 ,
07/07/2017,   99 ,   61 ,   65 ,   17 ,    0 ,
07/08/2017,  102 ,   60 ,   68 ,   11 ,    0 ,
07/09/2017,  102 ,   58 ,   63 ,   12 ,    0 ,
07/10/2017,   98 ,   59 ,   70 ,   12 ,    0 ,
07/11/2017,   90 ,   57 ,   62 ,   19 ,    0 ,
07/12/2017,   87 ,   49 ,   78 ,   18 ,    0 ,
07/13/2017,   94 ,   50 ,   58 ,   11 ,    0 ,
07/14/2017,  100 ,   57 ,   66 ,   13 ,    0 ,
07/15/2017,  102 ,   60 ,   69 ,   13 ,    0 ,
07/16/2017,   95 ,   58 ,   93 ,   20 ,    2 ,
07/17/2017,   88 ,   46 ,   62 ,   13 ,    0 ,
07/18/2017,   86 ,   46 ,   60 ,   13 ,    0 ,
07/19/2017,   91 ,   57 ,   59 ,   14 ,    0 ,
07/20/2017,   93 ,   54 ,   59 ,   14 ,    0 ,
07/21/2017,   90 ,   51 ,   53 ,   13 ,    0 ,
07/22/2017,   89 ,   47 ,   59 ,   12 ,    0 ,
07/23/2017,   92 ,   54 ,   69 ,   17 ,    0 ,
07/24/2017,   96 ,   60 ,   62 ,   19 ,    0 ,
07/25/2017,   95 ,   52 ,   48 ,    7 ,    0 ,
07/26/2017,   93 ,   52 ,   56 ,   11 ,    0 ,
07/27/2017,   94 ,   61 ,   79 ,   14 ,    0 ,
07/28/2017,   93 ,   56 ,   86 ,   20 ,    1 ,
07/29/2017,   93 ,   55 ,   78 ,   21 ,    2 ,
07/30/2017,   98 ,   56 ,   57 ,   10 ,    0 ,
07/31/2017,   99 ,   54 ,   60 ,    8 ,    0 ,
08/01/2017,   96 ,   52 ,   54 ,   12 ,    0 ,
08/02/2017,   96 ,   64 ,   52 ,    9 ,    0 ,
08/03/2017,   89 ,   59 ,   65 ,   22 ,    0 ,
08/04/2017,   93 ,   54 ,   66 ,   14 ,    0 ,
08/05/2017,   95 ,   58 ,   63 ,   15 ,    0 ,
08/06/2017,   85 ,   55 ,   67 ,   21 ,    0 ,
08/07/2017,   91 ,   51 ,   63 ,   12 ,    0 ,
08/08/2017,   92 ,   52 ,   50 ,    7 ,    0 ,
08/09/2017,   91 ,   61 ,   62 ,   15 ,    0 ,
08/10/2017,   90 ,   53 ,   64 ,   18 ,    0 ,
08/11/2017,   92 ,   53 ,   63 ,   17 ,    0 ,
08/12/2017,   90 ,   55 ,   64 ,   18 ,    0 ,
08/13/2017,   92 ,   59 ,   63 ,   14 ,    0 ,
08/14/2017,   73 ,   49 ,   91 ,   35 ,    1 ,
08/15/2017,   83 ,   45 ,   70 ,   18 ,    0 ,
08/16/2017,   84 ,   45 ,   62 ,   17 ,    0 ,
08/17/2017,   88 ,   50 ,   63 ,   15 ,    0 ,
08/18/2017,   87 ,   47 ,   71 ,   19 ,    0 ,
08/19/2017,   91 ,   57 ,   44 ,   14 ,    0 ,
08/20/2017,   83 ,   45 ,   75 ,   19 ,    0 ,
08/21/2017,   82 ,   47 ,   71 ,   18 ,    0 ,
08/22/2017,   85 ,   48 ,   68 ,   19 ,    0 ,
08/23/2017,   90 ,   51 ,   61 ,   16 ,    0 ,
08/24/2017,   87 ,   58 ,   83 ,   22 ,    1 ,
08/25/2017,   80 ,   48 ,   93 ,   30 ,    2 ,
08/26/2017,   85 ,   45 ,   62 ,   14 ,    0 ,
08/27/2017,   89 ,   47 ,   59 ,   12 ,    0 ,
08/28/2017,   92 ,   49 ,   55 ,   12 ,    0 ,
08/29/2017,   92 ,   60 ,   59 ,   12 ,    0 ,
08/30/2017,   93 ,   55 ,   59 ,   16 ,    0 ,
08/31/2017,   86 ,   54 ,   71 ,   25 ,    0 ,
09/01/2017,   89 ,   50 ,   64 ,   13 ,    0 ,
09/02/2017,   87 ,   51 ,   68 ,   19 ,    0 ,
09/03/2017,   95 ,   53 ,   55 ,    9 ,    0 ,
09/04/2017,   94 ,   61 ,   42 ,   14 ,    0 ,
09/05/2017,   79 ,   46 ,   73 ,   26 ,    0 ,
09/06/2017,   84 ,   49 ,   75 ,   23 ,    0 ,
09/07/2017,   82 ,   48 ,   77 ,   27 ,    0 ,
09/08/2017,   82 ,   52 ,   68 ,   26 ,    0 ,
09/09/2017,   82 ,   54 ,   75 ,   29 ,    0 ,
09/10/2017,   86 ,   56 ,   56 ,   26 ,    0 ,
09/11/2017,   83 ,   48 ,   82 ,   26 ,    0 ,
09/12/2017,   88 ,   47 ,   64 ,   16 ,    0 ,
09/13/2017,   88 ,   52 ,   60 ,   15 ,    0 ,
09/14/2017,   84 ,   54 ,   92 ,   18 ,    1 ,
09/15/2017,   54 ,   42 ,   99 ,   58 ,   21 ,
09/16/2017,   56 ,   37 ,  100 ,   50 ,   10 ,
09/17/2017,   62 ,   34 ,   98 ,   40 ,    0 ,
09/18/2017,   67 ,   47 ,   80 ,   30 ,    0 ,
09/19/2017,   51 ,   38 ,  100 ,   63 ,    7 ,
09/20/2017,   55 ,   38 ,  100 ,   46 ,   10 ,
09/21/2017,   51 ,   36 ,   98 ,   72 ,    5 ,
09/22/2017,   52 ,   35 ,   95 ,   51 ,    5 ,
09/23/2017,   52 ,   30 ,   99 ,   55 ,    1 ,
09/24/2017,   59 ,   31 ,   99 ,   46 ,    0 ,
09/25/2017,   63 ,   44 ,   89 ,   35 ,    0 ,
09/26/2017,   67 ,   45 ,   95 ,   45 ,    0 ,
09/27/2017,   67 ,   37 ,   99 ,   44 ,    0 ,
09/28/2017,   72 ,   38 ,   99 ,   31 ,    0 ,
09/29/2017,   74 ,   38 ,   96 ,   31 ,    0 ,
09/30/2017,   74 ,   46 ,   99 ,   29 ,    3 ,
10/01/2017,   58 ,   35 ,   95 ,   47 ,    1 ,
10/02/2017,   46 ,   38 ,  100 ,   77 ,    3 ,
10/03/2017,   49 ,   33 ,   99 ,   46 ,    8 ,
10/04/2017,   53 ,   27 ,   97 ,   43 ,    0 ,
10/05/2017,   54 ,   37 ,   99 ,   49 ,    3 ,
10/06/2017,   58 ,   32 ,  100 ,   49 ,    0 ,
10/07/2017,   66 ,   48 ,   87 ,   20 ,    3 ,
10/08/2017,   53 ,   36 ,   99 ,   44 ,    5 ,
10/09/2017,   49 ,   28 ,   98 ,   55 ,    1 ,
10/10/2017,   56 ,   28 ,   97 ,   36 ,    0 ,
10/11/2017,   63 ,   35 ,   85 ,   25 ,    0 ,
10/12/2017,   48 ,   28 ,   95 ,   42 ,    0 ,
10/13/2017,   48 ,   32 ,   92 ,   38 ,    1 ,
10/14/2017,   47 ,   30 ,   93 ,   42 ,    1 ,
10/15/2017,   59 ,   36 ,   80 ,   30 ,    0 ,
10/16/2017,   62 ,   29 ,   97 ,   30 ,    0 ,
10/17/2017,   72 ,   32 ,   87 ,   17 ,    0 ,
10/18/2017,   72 ,   41 ,   76 ,   17 ,    0 ,
10/19/2017,   60 ,   35 ,   88 ,   45 ,    0 ,
10/20/2017,   73 ,   38 ,   82 ,   12 ,    0 ,
10/21/2017,   47 ,   32 ,   93 ,   45 ,    2 ,
10/22/2017,   53 ,   41 ,   99 ,   44 ,    9 ,
10/23/2017,   54 ,   34 ,   99 ,   47 ,   11 ,
10/24/2017,   57 ,   29 ,   98 ,   41 ,    0 ,
10/25/2017,   57 ,   29 ,   98 ,   44 ,    0 ,
10/26/2017,   62 ,   35 ,   95 ,   36 ,    7 ,
10/27/2017,   52 ,   27 ,   97 ,   41 ,    0 ,
10/28/2017,   53 ,   29 ,   98 ,   49 ,    0 ,
10/29/2017,   55 ,   33 ,   99 ,   50 ,    0 ,
10/30/2017,   46 ,   26 ,   74 ,   31 ,    0 ,
10/31/2017,   48 ,   21 ,   88 ,   29 ,    0 ,
11/01/2017,   50 ,   35 ,   99 ,   33 ,    9 ,
11/02/2017,   39 ,   29 ,   97 ,   74 ,    3 ,
11/03/2017,   35 ,   30 ,   95 ,   74 ,    1 ,
11/04/2017,   33 ,   22 ,   97 ,   86 ,    5 ,
11/05/2017,   35 ,   25 ,   97 ,   81 ,    4 ,
11/06/2017,   36 ,   24 ,   99 ,   67 ,    5 ,
11/07/2017,   34 ,   22 ,   92 ,   60 ,    0 ,
11/08/2017,   36 ,   23 ,   90 ,   58 ,    0 ,
11/09/2017,   36 ,   29 ,   92 ,   68 ,    1 ,
11/10/2017,   39 ,   31 ,   99 ,   79 ,    2 ,
11/11/2017,   42 ,   32 ,  100 ,   89 ,    4 ,
11/12/2017,   43 ,   29 ,  100 ,   74 ,    0 ,
11/13/2017,   41 ,   23 ,   99 ,   69 ,    0 ,
11/14/2017,   49 ,   33 ,  100 ,   52 ,    7 ,
11/15/2017,   42 ,   23 ,   97 ,   57 ,    0 ,
11/16/2017,   47 ,   27 ,   94 ,   51 ,    2 ,
11/17/2017,   43 ,   30 ,   99 ,   51 ,    3 ,
11/18/2017,   43 ,   30 ,   91 ,   43 ,    0 ,
11/19/2017,   45 ,   23 ,   92 ,   39 ,    0 ,
11/20/2017,   40 ,   29 ,   99 ,   56 ,    6 ,
11/21/2017,   40 ,   29 ,  100 ,   96 ,    4 ,
11/22/2017,   45 ,   35 ,  100 ,   97 ,    9 ,
11/23/2017,   57 ,   37 ,  100 ,   73 ,    4 ,
11/24/2017,   61 ,   32 ,   99 ,   51 ,   11 ,
11/25/2017,   43 ,   25 ,   97 ,   54 ,    0 ,
11/26/2017,   40 ,   29 ,   96 ,   66 ,    0 ,
11/27/2017,   58 ,   37 ,   88 ,   43 ,    3 ,
11/28/2017,   42 ,   25 ,   88 ,   44 ,    0 ,
11/29/2017,   42 ,   32 ,   77 ,   41 ,    0 ,
11/30/2017,   39 ,   21 ,   92 ,   50 ,    0 ,
12/01/2017,   38 ,   26 ,   86 ,   62 ,    0 ,
12/02/2017,   40 ,   27 ,   95 ,   62 ,    0 ,
12/03/2017,   36 ,   31 ,  100 ,   77 ,    0 ,
12/04/2017,   37 ,   28 ,   97 ,   47 ,    4 ,
12/05/2017,   33 ,   28 ,   78 ,   47 ,    0 ,
12/06/2017,   33 ,   18 ,   88 ,   54 ,    1 ,
12/07/2017,   33 ,   13 ,   92 ,   51 ,    0 ,
12/08/2017,   31 ,   15 ,   93 ,   67 ,    0 ,
12/09/2017,   23 ,   18 ,   95 ,   89 ,    0 ,
12/10/2017,   21 ,   16 ,   93 ,   87 ,    0 ,
12/11/2017,   20 ,   12 ,   91 ,   85 ,    0 ,
12/12/2017,   21 ,   11 ,   91 ,   86 ,    0 ,
12/13/2017,   28 ,   18 ,   94 ,   89 ,    0 ,
12/14/2017,   34 ,   25 ,   97 ,   76 ,    0 ,
12/15/2017,   35 ,   21 ,   97 ,   76 ,    0 ,
12/16/2017,   33 ,   27 ,   99 ,   89 ,    0 ,
12/17/2017,   35 ,   14 ,   93 ,   77 ,    3 ,
12/18/2017,   45 ,   24 ,   98 ,   54 ,    3 ,
12/19/2017,   45 ,   33 ,  100 ,   56 ,   10 ,
12/20/2017,   39 ,   30 ,  100 ,   78 ,    5 ,
12/21/2017,   30 ,   24 ,   94 ,   73 ,    0 ,
12/22/2017,   32 ,   24 ,   96 ,   61 ,    2 ,
12/23/2017,   25 ,    9 ,   90 ,   62 ,    1 ,
12/24/2017,   19 ,   -5 ,   85 ,   62 ,    0 ,
12/25/2017,   15 ,    2 ,   85 ,   67 ,    0 ,
12/26/2017,   16 ,    6 ,   87 ,   72 ,    0 ,
12/27/2017,   19 ,    8 ,   88 ,   74 ,    0 ,
12/28/2017,   26 ,   18 ,   93 ,   80 ,    0 ,
12/29/2017,   34 ,   26 ,  100 ,   83 ,    0 ,
12/30/2017,   34 ,   14 ,   99 ,   75 ,    2 ,
12/31/2017,   32 ,   18 ,   97 ,   76 ,    4 ,
